trip_distance,fare_amount,tip_amount,total_amount,passenger_count,payment_type,pickup_datetime,dropoff_datetime
11.43,35.5,7.26,43.56,2,1,2018-01-21 17:54:01.000000 UTC,2018-01-21 18:27:08.000000 UTC
12.56,35.5,7.26,43.56,1,1,2018-01-01 16:29:48.000000 UTC,2018-01-01 16:58:49.000000 UTC
11.33,35.5,7.26,43.56,2,1,2018-01-02 10:59:40.000000 UTC,2018-01-02 11:33:43.000000 UTC
7.16,35.5,7.26,43.56,1,1,2018-01-12 07:51:20.000000 UTC,2018-01-12 08:47:10.000000 UTC
10.67,35.5,7.26,43.56,5,1,2018-01-26 10:33:31.000000 UTC,2018-01-26 11:09:01.000000 UTC
8.13,35.5,7.26,43.56,3,1,2018-01-22 14:47:18.000000 UTC,2018-01-22 15:33:21.000000 UTC
12.57,35.5,7.26,43.56,5,1,2018-01-31 13:48:19.000000 UTC,2018-01-31 14:20:23.000000 UTC
7.68,35.5,7.26,43.56,3,1,2018-01-19 12:02:49.000000 UTC,2018-01-19 12:49:32.000000 UTC
10.22,35.5,7.26,43.56,1,1,2018-01-12 15:12:45.000000 UTC,2018-01-12 16:00:33.000000 UTC
12.2,35.5,7.26,43.56,1,1,2018-01-29 14:02:55.000000 UTC,2018-01-29 14:33:25.000000 UTC
10.46,35.5,7.26,43.56,2,1,2018-01-07 17:06:27.000000 UTC,2018-01-07 17:45:30.000000 UTC
11.37,35.5,7.26,43.56,1,1,2018-01-28 14:28:34.000000 UTC,2018-01-28 15:00:46.000000 UTC
9.71,35.5,7.26,43.56,1,1,2018-01-15 16:33:25.000000 UTC,2018-01-15 17:19:15.000000 UTC
12.7,35.5,7.26,43.56,1,1,2018-01-07 19:48:41.000000 UTC,2018-01-07 20:11:54.000000 UTC
10.37,35.5,7.26,43.56,1,1,2018-01-08 12:36:34.000000 UTC,2018-01-08 13:12:12.000000 UTC
11.44,35.5,7.26,43.56,1,1,2018-01-07 12:33:49.000000 UTC,2018-01-07 13:04:15.000000 UTC
11.22,35.5,7.26,43.56,5,1,2018-01-28 16:52:16.000000 UTC,2018-01-28 17:27:08.000000 UTC
11.5,35.5,5.44,41.74,2,1,2018-01-13 12:11:30.000000 UTC,2018-01-13 12:42:20.000000 UTC
10.8,35.5,5.44,41.74,2,1,2018-01-27 11:41:31.000000 UTC,2018-01-27 12:18:07.000000 UTC
11.6,35.5,5.44,41.74,1,1,2018-01-08 07:22:39.000000 UTC,2018-01-08 07:55:20.000000 UTC
11.33,35.5,5.44,41.74,5,1,2018-01-07 18:56:17.000000 UTC,2018-01-07 19:27:56.000000 UTC
9.4,35.5,5.44,41.74,1,1,2018-01-06 06:40:01.000000 UTC,2018-01-06 07:26:49.000000 UTC
11,35.5,5.4,42.2,1,1,2018-01-03 00:11:31.000000 UTC,2018-01-03 00:38:52.000000 UTC
12.47,35.5,6.2,43,1,1,2018-01-24 20:07:53.000000 UTC,2018-01-24 20:33:24.000000 UTC
10.8,35.5,6.7,43,1,1,2018-01-21 16:20:46.000000 UTC,2018-01-21 16:57:12.000000 UTC
12,35.5,5.52,42.32,1,1,2018-01-16 20:15:41.000000 UTC,2018-01-16 20:45:05.000000 UTC
9.3,35.5,10.5,52.56,1,1,2018-01-31 15:33:57.000000 UTC,2018-01-31 16:17:39.000000 UTC
12.4,35.5,10.5,52.56,2,1,2018-01-06 06:33:47.000000 UTC,2018-01-06 06:57:37.000000 UTC
10.7,35.5,10.5,52.56,2,1,2018-01-23 11:44:51.000000 UTC,2018-01-23 12:21:13.000000 UTC
12.3,35.5,10.5,52.56,1,1,2018-01-22 15:09:33.000000 UTC,2018-01-22 15:39:02.000000 UTC
10.6,35.5,10.5,52.56,1,1,2018-01-10 15:41:08.000000 UTC,2018-01-10 16:23:35.000000 UTC
8.5,35.5,10.5,52.56,1,1,2018-01-09 11:38:53.000000 UTC,2018-01-09 12:21:10.000000 UTC
11.1,35.5,10.5,52.56,1,1,2018-01-22 08:37:17.000000 UTC,2018-01-22 09:28:28.000000 UTC
12.4,35.5,10.5,52.56,2,1,2018-01-15 18:49:12.000000 UTC,2018-01-15 19:15:26.000000 UTC
11.1,35.5,10.5,52.56,1,1,2018-01-17 15:59:42.000000 UTC,2018-01-17 16:37:05.000000 UTC
9.8,35.5,10.5,52.56,1,1,2018-01-09 13:18:15.000000 UTC,2018-01-09 13:55:10.000000 UTC
11.7,35.5,10.5,52.56,1,1,2018-01-24 15:00:47.000000 UTC,2018-01-24 15:36:00.000000 UTC
11.5,35.5,10.5,52.56,1,1,2018-01-22 08:47:40.000000 UTC,2018-01-22 09:24:31.000000 UTC
12.4,35.5,10.5,52.56,1,1,2018-01-09 15:11:44.000000 UTC,2018-01-09 15:42:38.000000 UTC
9.1,35.5,10.5,52.56,1,1,2018-01-09 10:35:22.000000 UTC,2018-01-09 11:24:41.000000 UTC
12.77,35.5,7,43.8,1,1,2018-01-23 23:48:25.000000 UTC,2018-01-24 00:12:42.000000 UTC
12.7,35.5,7,43.8,1,1,2018-01-23 21:03:32.000000 UTC,2018-01-23 21:24:41.000000 UTC
11.45,35.5,7,43.8,1,1,2018-01-31 20:50:32.000000 UTC,2018-01-31 21:22:45.000000 UTC
9,35.5,8,50.06,2,1,2018-01-20 19:34:26.000000 UTC,2018-01-20 20:15:13.000000 UTC
9.9,35.5,7,50.06,2,1,2018-01-12 15:52:01.000000 UTC,2018-01-12 16:39:18.000000 UTC
12.2,35.5,8,50.06,2,1,2018-01-25 07:15:25.000000 UTC,2018-01-25 07:46:32.000000 UTC
11.04,35.5,8,50.06,1,1,2018-01-15 17:53:17.000000 UTC,2018-01-15 18:29:53.000000 UTC
12,35.5,8,50.06,1,1,2018-01-17 07:15:54.000000 UTC,2018-01-17 07:47:56.000000 UTC
8.9,35.5,8,50.06,1,1,2018-01-22 09:53:30.000000 UTC,2018-01-22 10:36:20.000000 UTC
9.87,35.5,5,41.3,1,1,2018-01-08 09:34:04.000000 UTC,2018-01-08 10:22:08.000000 UTC
11.55,35.5,5,41.3,2,1,2018-01-27 09:04:23.000000 UTC,2018-01-27 09:35:24.000000 UTC
11.8,35.5,5,41.3,1,1,2018-01-29 15:15:22.000000 UTC,2018-01-29 15:54:15.000000 UTC
12.9,35.5,5,41.3,1,1,2018-01-10 10:01:43.000000 UTC,2018-01-10 10:26:21.000000 UTC
6.28,35.5,5,41.3,1,1,2018-01-06 17:00:17.000000 UTC,2018-01-06 17:58:12.000000 UTC
11.9,35.5,5,41.3,1,1,2018-01-26 11:47:23.000000 UTC,2018-01-26 12:19:44.000000 UTC
11.3,35.5,5,41.3,1,1,2018-01-06 19:25:46.000000 UTC,2018-01-06 20:00:06.000000 UTC
11.1,35.5,9.35,56.15,1,1,2018-01-11 11:32:48.000000 UTC,2018-01-11 12:08:32.000000 UTC
11,35.5,9.05,45.35,2,1,2018-01-07 07:57:50.000000 UTC,2018-01-07 08:32:21.000000 UTC
12.4,35.5,9.05,45.35,2,1,2018-01-28 08:06:00.000000 UTC,2018-01-28 08:35:41.000000 UTC
11.4,35.5,9.05,45.35,1,1,2018-01-19 08:43:28.000000 UTC,2018-01-19 09:16:29.000000 UTC
8.6,35.5,9.05,45.35,1,1,2018-01-28 18:59:33.000000 UTC,2018-01-28 19:48:37.000000 UTC
10.93,35.5,8.41,50.47,1,1,2018-01-05 15:05:09.000000 UTC,2018-01-05 15:41:47.000000 UTC
12.31,35.5,8.41,50.47,1,1,2018-01-12 11:19:48.000000 UTC,2018-01-12 11:50:39.000000 UTC
12,35.5,8.41,50.47,2,1,2018-01-09 07:28:48.000000 UTC,2018-01-09 08:00:37.000000 UTC
11.5,35.5,8.41,50.47,2,1,2018-01-25 14:20:04.000000 UTC,2018-01-25 14:55:27.000000 UTC
11.08,35.5,8.41,50.47,1,1,2018-01-15 15:35:09.000000 UTC,2018-01-15 16:09:24.000000 UTC
11.53,35.5,8.41,50.47,1,1,2018-01-06 12:33:54.000000 UTC,2018-01-06 13:02:42.000000 UTC
12.77,35.5,8.41,50.47,1,1,2018-01-14 14:49:40.000000 UTC,2018-01-14 15:14:39.000000 UTC
9.44,35.5,8.41,50.47,3,1,2018-01-10 15:39:48.000000 UTC,2018-01-10 16:27:50.000000 UTC
11.02,35.5,8.41,50.47,1,1,2018-01-12 12:03:59.000000 UTC,2018-01-12 12:39:44.000000 UTC
9.89,35.5,8.41,50.47,2,1,2018-01-18 09:04:59.000000 UTC,2018-01-18 09:56:58.000000 UTC
11.19,35.5,8.41,50.47,1,1,2018-01-23 13:28:17.000000 UTC,2018-01-23 14:03:17.000000 UTC
11.74,35.5,8.41,50.47,1,1,2018-01-21 11:59:38.000000 UTC,2018-01-21 12:29:56.000000 UTC
10.86,35.5,8.41,50.47,1,1,2018-01-22 11:31:35.000000 UTC,2018-01-22 12:02:47.000000 UTC
8.88,35.5,8.41,50.47,5,1,2018-01-10 10:26:09.000000 UTC,2018-01-10 11:10:01.000000 UTC
10.59,35.5,8.41,50.47,1,1,2018-01-31 14:59:14.000000 UTC,2018-01-31 15:37:24.000000 UTC
12.16,35.5,8.41,50.47,2,1,2018-01-28 17:22:57.000000 UTC,2018-01-28 17:53:08.000000 UTC
11.01,35.5,8.41,50.47,1,1,2018-01-21 16:52:55.000000 UTC,2018-01-21 17:32:29.000000 UTC
11.6,35.5,8.41,50.47,1,1,2018-01-24 08:04:41.000000 UTC,2018-01-24 08:38:21.000000 UTC
11.1,35.5,8.41,50.47,2,1,2018-01-29 15:34:28.000000 UTC,2018-01-29 16:10:04.000000 UTC
10.06,35.5,8.41,50.47,1,1,2018-01-22 09:09:45.000000 UTC,2018-01-22 09:48:15.000000 UTC
10.44,35.5,8.41,50.47,1,1,2018-01-30 09:56:48.000000 UTC,2018-01-30 10:39:18.000000 UTC
8.73,35.5,8.41,50.47,1,1,2018-01-10 12:17:58.000000 UTC,2018-01-10 12:58:40.000000 UTC
11.54,35.5,8.41,50.47,1,1,2018-01-25 10:59:01.000000 UTC,2018-01-25 11:32:39.000000 UTC
11.05,35.5,8.41,50.47,6,1,2018-01-29 11:32:06.000000 UTC,2018-01-29 12:07:19.000000 UTC
10.96,35.5,8.41,50.47,2,1,2018-01-24 10:48:12.000000 UTC,2018-01-24 11:28:38.000000 UTC
8.73,35.5,8.41,50.47,2,1,2018-01-24 15:01:03.000000 UTC,2018-01-24 15:41:37.000000 UTC
11,35.5,8.41,50.47,2,1,2018-01-18 12:42:53.000000 UTC,2018-01-18 13:15:31.000000 UTC
12.14,35.5,8.41,50.47,1,1,2018-01-15 13:43:59.000000 UTC,2018-01-15 14:11:15.000000 UTC
10.59,35.5,8.41,50.47,1,1,2018-01-12 15:07:35.000000 UTC,2018-01-12 15:53:06.000000 UTC
11.39,35.5,8.41,50.47,1,1,2018-01-01 14:32:32.000000 UTC,2018-01-01 15:04:31.000000 UTC
12.26,35.5,8.41,50.47,1,1,2018-01-02 15:36:17.000000 UTC,2018-01-02 16:07:01.000000 UTC
11.03,35.5,8.41,50.47,1,1,2018-01-21 16:14:48.000000 UTC,2018-01-21 16:50:02.000000 UTC
9.98,35.5,8.41,50.47,1,1,2018-01-05 12:14:01.000000 UTC,2018-01-05 12:50:49.000000 UTC
10.45,35.5,8.41,50.47,2,1,2018-01-16 14:35:35.000000 UTC,2018-01-16 15:10:41.000000 UTC
11.67,35.5,8.41,50.47,1,1,2018-01-26 13:05:49.000000 UTC,2018-01-26 13:35:02.000000 UTC
11.95,35.5,8.41,50.47,5,1,2018-01-28 17:09:58.000000 UTC,2018-01-28 17:40:49.000000 UTC
11.41,35.5,8.41,50.47,1,1,2018-01-27 15:17:39.000000 UTC,2018-01-27 15:53:54.000000 UTC
9.65,35.5,8.41,50.47,1,1,2018-01-09 12:03:35.000000 UTC,2018-01-09 12:41:59.000000 UTC
9.43,35.5,8.41,50.47,2,1,2018-01-05 09:04:01.000000 UTC,2018-01-05 09:43:29.000000 UTC
10.35,35.5,8.41,50.47,4,1,2018-01-02 13:57:29.000000 UTC,2018-01-02 14:36:28.000000 UTC
11.41,35.5,8.41,50.47,1,1,2018-01-25 09:31:12.000000 UTC,2018-01-25 10:00:38.000000 UTC
11.37,35.5,8.41,50.47,2,1,2018-01-21 14:14:37.000000 UTC,2018-01-21 14:46:43.000000 UTC
12.19,35.5,8.41,50.47,1,1,2018-01-10 07:38:45.000000 UTC,2018-01-10 08:13:08.000000 UTC
11.54,35.5,8.41,50.47,1,1,2018-01-25 08:22:14.000000 UTC,2018-01-25 08:56:13.000000 UTC
11.75,35.5,8.41,50.47,1,1,2018-01-16 06:40:41.000000 UTC,2018-01-16 07:09:03.000000 UTC
11.74,35.5,8.41,50.47,1,1,2018-01-11 08:20:56.000000 UTC,2018-01-11 08:54:22.000000 UTC
8.43,35.5,8.41,50.47,2,1,2018-01-11 09:52:10.000000 UTC,2018-01-11 10:42:52.000000 UTC
10.66,35.5,8.41,50.47,1,1,2018-01-16 09:48:48.000000 UTC,2018-01-16 10:37:13.000000 UTC
11.19,35.5,8.41,50.47,1,1,2018-01-25 09:50:03.000000 UTC,2018-01-25 10:23:32.000000 UTC
10.35,35.5,8.41,50.47,2,1,2018-01-11 10:38:24.000000 UTC,2018-01-11 11:16:35.000000 UTC
11.09,35.5,8.41,50.47,1,1,2018-01-26 07:46:13.000000 UTC,2018-01-26 08:23:13.000000 UTC
11.44,35.5,8.41,50.47,1,1,2018-01-14 15:29:21.000000 UTC,2018-01-14 16:04:10.000000 UTC
10.46,35.5,8.41,50.47,2,1,2018-01-29 10:55:43.000000 UTC,2018-01-29 11:34:52.000000 UTC
9.19,35.5,8.41,50.47,1,1,2018-01-08 11:13:14.000000 UTC,2018-01-08 11:57:43.000000 UTC
10.48,35.5,8.41,50.47,1,1,2018-01-28 16:29:45.000000 UTC,2018-01-28 17:09:45.000000 UTC
11,35.5,8.41,50.47,3,1,2018-01-30 15:06:07.000000 UTC,2018-01-30 15:39:08.000000 UTC
10.68,35.5,8.41,50.47,2,1,2018-01-30 10:55:21.000000 UTC,2018-01-30 11:31:21.000000 UTC
11.68,35.5,8.41,50.47,1,1,2018-01-01 16:28:35.000000 UTC,2018-01-01 17:01:09.000000 UTC
11.06,35.5,8.41,50.47,1,1,2018-01-31 09:58:12.000000 UTC,2018-01-31 10:36:13.000000 UTC
11.96,35.5,8.41,50.47,1,1,2018-01-25 14:07:00.000000 UTC,2018-01-25 14:35:11.000000 UTC
10.66,35.5,8.41,50.47,1,1,2018-01-18 14:02:31.000000 UTC,2018-01-18 14:41:17.000000 UTC
10.44,35.5,8.41,50.47,1,1,2018-01-19 11:18:52.000000 UTC,2018-01-19 11:55:17.000000 UTC
11.72,35.5,8.41,50.47,2,1,2018-01-29 13:41:29.000000 UTC,2018-01-29 14:19:55.000000 UTC
12.73,35.5,8.41,50.47,5,1,2018-01-31 14:38:59.000000 UTC,2018-01-31 15:07:05.000000 UTC
11.41,35.5,8.41,50.47,1,1,2018-01-10 07:04:37.000000 UTC,2018-01-10 07:41:17.000000 UTC
10,35.5,8.41,50.47,1,1,2018-01-11 15:03:55.000000 UTC,2018-01-11 15:48:14.000000 UTC
10.2,35.5,8.41,50.47,1,1,2018-01-26 11:50:15.000000 UTC,2018-01-26 12:26:57.000000 UTC
11.79,35.5,8.41,50.47,2,1,2018-01-31 14:16:11.000000 UTC,2018-01-31 14:50:22.000000 UTC
10.76,35.5,8.41,50.47,1,1,2018-01-22 10:49:28.000000 UTC,2018-01-22 11:25:38.000000 UTC
10.32,35.5,8.41,50.47,3,1,2018-01-18 10:19:38.000000 UTC,2018-01-18 10:52:52.000000 UTC
11.1,35.5,8.41,50.47,5,1,2018-01-24 09:34:18.000000 UTC,2018-01-24 10:11:09.000000 UTC
9.84,35.5,8.41,50.47,1,1,2018-01-23 07:45:30.000000 UTC,2018-01-23 08:22:51.000000 UTC
11.18,35.5,8.41,50.47,2,1,2018-01-03 10:47:31.000000 UTC,2018-01-03 11:23:57.000000 UTC
12.05,35.5,8.41,50.47,2,1,2018-01-17 07:37:49.000000 UTC,2018-01-17 08:15:07.000000 UTC
11.2,35.5,8.41,50.47,1,1,2018-01-29 12:27:05.000000 UTC,2018-01-29 13:01:30.000000 UTC
10.87,35.5,8.41,50.47,2,1,2018-01-08 13:26:35.000000 UTC,2018-01-08 14:00:50.000000 UTC
11.04,35.5,8.41,50.47,6,1,2018-01-08 11:20:47.000000 UTC,2018-01-08 12:03:45.000000 UTC
11.22,35.5,8.41,50.47,1,1,2018-01-07 14:55:16.000000 UTC,2018-01-07 15:26:45.000000 UTC
11.77,35.5,8.41,50.47,1,1,2018-01-07 14:07:18.000000 UTC,2018-01-07 14:40:32.000000 UTC
11.37,35.5,8.41,50.47,2,1,2018-01-07 18:12:19.000000 UTC,2018-01-07 18:43:11.000000 UTC
11,35.5,8.41,50.47,2,1,2018-01-21 08:22:29.000000 UTC,2018-01-21 08:56:53.000000 UTC
11.83,35.5,8.41,50.47,1,1,2018-01-08 07:01:07.000000 UTC,2018-01-08 07:32:20.000000 UTC
10.06,35.5,8.41,50.47,1,1,2018-01-16 07:42:04.000000 UTC,2018-01-16 08:29:19.000000 UTC
11.49,35.5,8.41,50.47,1,1,2018-01-17 12:20:39.000000 UTC,2018-01-17 12:49:49.000000 UTC
10.75,35.5,8.41,50.47,1,1,2018-01-12 10:54:38.000000 UTC,2018-01-12 11:36:48.000000 UTC
9.99,35.5,8.41,50.47,5,1,2018-01-11 13:48:00.000000 UTC,2018-01-11 14:27:47.000000 UTC
9.8,35.5,4.21,46.27,1,1,2018-01-25 12:16:21.000000 UTC,2018-01-25 12:55:41.000000 UTC
9.01,35.5,4.21,46.27,5,1,2018-01-12 13:03:29.000000 UTC,2018-01-12 13:44:11.000000 UTC
10.15,35.5,10.89,47.19,5,1,2018-01-14 12:18:44.000000 UTC,2018-01-14 12:53:15.000000 UTC
11.08,35.5,10.89,47.19,6,1,2018-01-08 11:33:17.000000 UTC,2018-01-08 12:06:47.000000 UTC
12.4,35.5,7.25,43.55,1,1,2018-01-01 06:57:53.000000 UTC,2018-01-01 07:22:02.000000 UTC
11.1,35.5,7.25,43.55,1,1,2018-01-11 19:51:10.000000 UTC,2018-01-11 20:24:17.000000 UTC
9.9,35.5,7.25,43.55,1,1,2018-01-15 18:15:10.000000 UTC,2018-01-15 19:02:59.000000 UTC
8.9,35.5,7.25,43.55,1,1,2018-01-23 10:25:20.000000 UTC,2018-01-23 11:12:19.000000 UTC
10.1,35.5,7.25,43.55,1,1,2018-01-30 11:12:26.000000 UTC,2018-01-30 11:49:17.000000 UTC
10.3,35.5,7.25,43.55,1,1,2018-01-06 16:45:16.000000 UTC,2018-01-06 17:25:12.000000 UTC
9.8,35.5,7.25,43.55,1,1,2018-01-16 13:57:58.000000 UTC,2018-01-16 14:38:26.000000 UTC
11.2,35.5,7.25,43.55,1,1,2018-01-13 15:36:59.000000 UTC,2018-01-13 16:16:25.000000 UTC
11.4,35.5,7.25,43.55,1,1,2018-01-21 12:42:20.000000 UTC,2018-01-21 13:15:12.000000 UTC
9.4,35.5,7.25,43.55,2,1,2018-01-29 11:33:43.000000 UTC,2018-01-29 12:19:08.000000 UTC
10.9,35.5,7.25,43.55,1,1,2018-01-28 08:47:50.000000 UTC,2018-01-28 09:21:37.000000 UTC
10.6,35.5,7.25,43.55,1,1,2018-01-23 08:19:17.000000 UTC,2018-01-23 09:06:21.000000 UTC
12.2,35.5,7.25,43.55,1,1,2018-01-11 10:16:53.000000 UTC,2018-01-11 10:46:39.000000 UTC
10.2,35.5,7.25,43.55,3,1,2018-01-24 10:29:42.000000 UTC,2018-01-24 11:11:24.000000 UTC
6.5,35.5,7.25,43.55,1,1,2018-01-12 08:10:35.000000 UTC,2018-01-12 09:08:43.000000 UTC
10.9,35.5,7.25,43.55,1,1,2018-01-09 14:18:56.000000 UTC,2018-01-09 14:59:07.000000 UTC
11,35.5,7.25,43.55,1,1,2018-01-07 17:52:56.000000 UTC,2018-01-07 18:28:10.000000 UTC
11.2,35.5,7.25,43.55,1,1,2018-01-05 13:46:34.000000 UTC,2018-01-05 14:23:23.000000 UTC
9.7,35.5,7.25,43.55,1,1,2018-01-08 09:50:11.000000 UTC,2018-01-08 10:28:06.000000 UTC
12.4,35.5,8.51,51.07,1,1,2018-01-24 20:27:57.000000 UTC,2018-01-24 20:53:41.000000 UTC
13.03,35.5,8.51,51.07,1,1,2018-01-23 21:45:38.000000 UTC,2018-01-23 22:05:32.000000 UTC
12.89,35.5,8.51,51.07,3,1,2018-01-11 04:22:59.000000 UTC,2018-01-11 04:46:22.000000 UTC
12.14,35.5,8.51,51.07,1,1,2018-01-03 21:13:53.000000 UTC,2018-01-03 21:41:34.000000 UTC
11.78,35.5,8.51,51.07,1,1,2018-01-21 04:08:15.000000 UTC,2018-01-21 04:34:05.000000 UTC
12.31,35.5,8.51,51.07,5,1,2018-01-30 05:56:00.000000 UTC,2018-01-31 05:48:43.000000 UTC
11.65,35.5,8.51,51.07,1,1,2018-01-09 00:22:35.000000 UTC,2018-01-09 00:53:48.000000 UTC
12.26,35.5,8.51,51.07,1,1,2018-01-08 23:14:34.000000 UTC,2018-01-08 23:42:07.000000 UTC
12.03,35.5,8.51,51.07,1,1,2018-01-02 05:05:38.000000 UTC,2018-01-02 05:31:07.000000 UTC
11.62,35.5,8.51,51.07,6,1,2018-01-08 21:50:26.000000 UTC,2018-01-08 22:20:12.000000 UTC
10.9,35.5,10.75,53.81,1,1,2018-01-18 16:59:17.000000 UTC,2018-01-18 17:38:55.000000 UTC
10.5,35.5,10.75,53.81,1,1,2018-01-30 16:13:44.000000 UTC,2018-01-30 16:52:09.000000 UTC
10.9,35.5,10.75,53.81,1,1,2018-01-12 18:03:57.000000 UTC,2018-01-12 18:39:42.000000 UTC
11.5,35.5,7.35,44.15,2,1,2018-01-11 01:03:39.000000 UTC,2018-01-11 01:34:20.000000 UTC
7.1,35.5,7.35,44.15,1,1,2018-01-25 20:21:51.000000 UTC,2018-01-25 21:15:18.000000 UTC
11.4,35.5,7.35,44.15,1,1,2018-01-03 21:34:47.000000 UTC,2018-01-03 22:10:00.000000 UTC
12.5,35.5,7.35,44.15,1,1,2018-01-02 21:24:11.000000 UTC,2018-01-02 21:49:47.000000 UTC
11.7,35.5,7.35,44.15,1,1,2018-01-25 22:05:17.000000 UTC,2018-01-25 22:37:20.000000 UTC
12.3,35.5,7.35,44.15,1,1,2018-01-21 22:03:19.000000 UTC,2018-01-21 22:28:56.000000 UTC
11.9,35.5,7.35,44.15,1,1,2018-01-06 04:26:04.000000 UTC,2018-01-06 04:59:00.000000 UTC
12,35.5,7.35,44.15,1,1,2018-01-01 02:06:48.000000 UTC,2018-01-01 02:35:56.000000 UTC
11.9,35.5,7.35,44.15,1,1,2018-01-23 23:15:41.000000 UTC,2018-01-23 23:45:44.000000 UTC
10.3,35.5,7.35,44.15,1,1,2018-01-29 21:56:07.000000 UTC,2018-01-29 22:33:04.000000 UTC
11,35.5,7.35,44.15,1,1,2018-01-27 00:07:34.000000 UTC,2018-01-27 00:42:47.000000 UTC
11.7,35.5,7.35,44.15,1,1,2018-01-18 21:07:57.000000 UTC,2018-01-18 21:38:06.000000 UTC
11.6,35.5,7.35,44.15,1,1,2018-01-12 22:13:12.000000 UTC,2018-01-12 22:47:11.000000 UTC
12.3,35.5,7.35,44.15,1,1,2018-01-13 04:23:53.000000 UTC,2018-01-13 04:50:23.000000 UTC
9.8,35.5,6.31,48.37,1,1,2018-01-11 15:00:39.000000 UTC,2018-01-11 15:45:23.000000 UTC
9.4,35.5,6.31,48.37,5,1,2018-01-05 11:07:07.000000 UTC,2018-01-05 11:49:08.000000 UTC
9.8,35.5,6.31,48.37,2,1,2018-01-28 10:36:21.000000 UTC,2018-01-28 11:17:51.000000 UTC
12.4,35.5,6.31,48.37,2,1,2018-01-23 14:15:17.000000 UTC,2018-01-23 14:39:23.000000 UTC
10.12,35.5,6.31,48.37,1,1,2018-01-08 08:39:15.000000 UTC,2018-01-08 09:23:53.000000 UTC
8.83,35.5,8.61,51.67,1,1,2018-01-05 17:19:45.000000 UTC,2018-01-05 18:01:59.000000 UTC
12.7,35.5,8.61,51.67,3,1,2018-01-22 17:14:29.000000 UTC,2018-01-22 17:40:59.000000 UTC
10.61,35.5,8.61,51.67,3,1,2018-01-17 16:07:10.000000 UTC,2018-01-17 16:45:29.000000 UTC
10.82,35.5,8.61,51.67,2,1,2018-01-29 16:04:57.000000 UTC,2018-01-29 16:44:48.000000 UTC
8.7,35.5,8.61,51.67,1,1,2018-01-25 16:13:42.000000 UTC,2018-01-25 16:59:59.000000 UTC
10.11,35.5,8.61,51.67,1,1,2018-01-16 16:58:38.000000 UTC,2018-01-16 17:40:06.000000 UTC
9.85,35.5,8.61,51.67,1,1,2018-01-08 17:01:59.000000 UTC,2018-01-08 17:50:31.000000 UTC
9.88,35.5,8.61,51.67,1,1,2018-01-18 16:48:54.000000 UTC,2018-01-18 17:35:48.000000 UTC
10.93,35.5,8.61,51.67,1,1,2018-01-12 19:30:40.000000 UTC,2018-01-12 20:11:11.000000 UTC
11.05,35.5,8.61,51.67,2,1,2018-01-29 17:22:11.000000 UTC,2018-01-29 17:59:19.000000 UTC
11.3,35.5,8.61,51.67,2,1,2018-01-10 18:31:50.000000 UTC,2018-01-10 19:10:06.000000 UTC
11.34,35.5,8.61,51.67,1,1,2018-01-03 18:52:44.000000 UTC,2018-01-03 19:26:24.000000 UTC
11.84,35.5,8.61,51.67,1,1,2018-01-25 18:29:48.000000 UTC,2018-01-25 19:03:20.000000 UTC
10.07,35.5,8.61,51.67,1,1,2018-01-11 16:14:01.000000 UTC,2018-01-11 16:59:55.000000 UTC
11.94,35.5,8.61,51.67,1,1,2018-01-25 19:08:19.000000 UTC,2018-01-25 19:38:32.000000 UTC
11.69,35.5,8.61,51.67,2,1,2018-01-31 19:00:24.000000 UTC,2018-01-31 19:33:26.000000 UTC
11,35.5,8.61,51.67,1,1,2018-01-24 16:48:22.000000 UTC,2018-01-24 17:28:34.000000 UTC
10.23,35.5,8.61,51.67,1,1,2018-01-24 16:50:51.000000 UTC,2018-01-24 17:32:55.000000 UTC
11.06,35.5,8.61,51.67,2,1,2018-01-05 18:39:39.000000 UTC,2018-01-05 19:12:02.000000 UTC
9.9,35.5,8.61,51.67,1,1,2018-01-11 18:04:15.000000 UTC,2018-01-11 18:47:12.000000 UTC
10.63,35.5,11.19,48.49,1,1,2018-01-25 16:13:12.000000 UTC,2018-01-25 16:48:54.000000 UTC
11.88,35.5,8.37,50.21,2,1,2018-01-15 08:34:37.000000 UTC,2018-01-15 09:03:43.000000 UTC
11.25,35.5,8.37,50.21,1,1,2018-01-06 14:11:56.000000 UTC,2018-01-06 14:43:40.000000 UTC
11.76,35.5,12.77,55.33,1,1,2018-01-22 22:59:39.000000 UTC,2018-01-22 23:29:28.000000 UTC
11.4,35.5,7.45,44.75,1,1,2018-01-25 16:00:21.000000 UTC,2018-01-25 16:41:35.000000 UTC
9.2,35.5,7.45,44.75,1,1,2018-01-17 16:27:23.000000 UTC,2018-01-17 17:10:56.000000 UTC
12.2,35.5,7.45,44.75,1,1,2018-01-03 17:10:26.000000 UTC,2018-01-03 17:41:56.000000 UTC
9.9,35.5,7.45,44.75,1,1,2018-01-31 16:00:33.000000 UTC,2018-01-31 16:48:47.000000 UTC
10.6,35.5,7.45,44.75,1,1,2018-01-26 18:55:13.000000 UTC,2018-01-26 19:32:41.000000 UTC
11.3,35.5,7.45,44.75,1,1,2018-01-19 18:51:55.000000 UTC,2018-01-19 19:28:11.000000 UTC
8.2,35.5,7.45,44.75,1,1,2018-01-09 16:33:05.000000 UTC,2018-01-09 17:22:54.000000 UTC
